CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,BalanceSalaryRatio,ProductsPerYear,AgeTenureRatio,ActiveBalance,ProductEngagementScore,CustomerValueScore
1.0585679962327537,1.7150864751417092,0.6847228671904925,-1.2260588112551243,1,1,0,1.0420839163089097,0,0,1,-0.03684268381312044,-0.7198242357253547,-0.2739924954952669,-0.6679976626584078,1,-1.4939251794942943
0.9136260470676537,-0.6599354738591133,-0.6962018035157382,0.41328769048473846,1,1,0,-0.6235563523471637,1,0,1,-0.022540027140602093,-0.3462375759191261,-0.1713491208109049,-0.6679976626584078,1,0.164968312459402
1.079273988970625,-0.1849310840589488,-1.7318953065454112,0.601687477508064,2,1,1,0.3081277876179915,1,0,0,-0.0281519516325193,4.883975661368075,3.2305455830136642,1.2694326836033627,4,0.8429494576091846
-0.9292073066029032,-0.1849310840589488,-0.005739468162622887,-1.2260588112551243,2,1,0,-0.29019914025725074,0,0,1,-0.03684268381312044,-0.09727942582425535,-0.3864075194495802,-0.6679976626584078,2,-1.3314955807521327
0.4270352177276753,0.955079451461446,0.33949169951393476,0.5483183246869626,2,0,1,0.13504223619953618,1,0,1,-0.02762686976244689,-0.23954122587846716,-0.28865583473589,1.2128608186429075,4,0.7888604012280446
0.08538633755279673,-0.0899302060989159,1.3751852025436078,-1.2260588112551243,2,1,1,0.5769664039622224,0,0,0,-0.03684268381312044,-0.4956722398416175,-0.6640373192958424,-0.6679976626584078,4,-1.0066363832678094
1.3588048909318895,-0.46993371793904753,1.3751852025436078,-1.2260588112551243,1,1,0,1.4527825105196757,0,0,1,-0.03684268381312044,-0.7945415676866003,-0.7109600048658364,-0.6679976626584078,1,-1.4939251794942943
-1.0845022521369387,-1.4199424975393766,1.0299540348670502,1.2832509502453369,1,1,1,0.4474014051992643,0,0,1,-0.025670805389805144,-0.7613670722958072,-0.796981018187028,1.9918971542484112,2,1.3701959351262412
1.0896269853395608,0.1950724277811828,-1.0414329711922958,0.7714237918457862,2,0,1,-0.918128276754893,1,0,1,-0.013165613275930564,0.8991509132109177,0.4933928349878084,1.4493549672826034,4,1.0146375434796493
0.35456424314512525,-0.46993371793904753,0.33949169951393476,0.11048596853883887,1,0,0,-1.5709946498065963,0,1,1,0.04035779174972653,-0.6663266260411028,-0.5400323920057407,-0.6679976626584078,1,-0.14153634036705676
-1.2397971976709745,1.3350829633015777,-0.005739468162622887,0.8228370281392013,1,1,0,0.7285805253324275,0,0,0,-0.02875946956410478,-0.595195726013997,-0.07359743609721485,-0.6679976626584078,1,0.579326218850656
-0.9395603029718389,-0.7549363518191462,-0.6962018035157382,0.6221688209097976,1,1,0,-1.0452199420376103,0,0,0,-0.010925502908727467,-0.3462375759191261,-0.20067579929215118,-0.6679976626584078,1,0.3762892204229543
0.8515080688540395,-0.7549363518191462,1.3751852025436078,0.41588134655813647,1,1,1,0.27403503100907484,0,1,0,-0.028902836627605778,-0.7945415676866003,-0.7461520190433321,1.0724762248010438,2,0.4924263835235997
0.24068128308683243,-1.1349398636592778,-0.35097063583918053,0.5648128729472812,1,0,1,-1.3553559016904304,1,0,0,0.008541952226414353,-0.4956722398416175,-0.4763465770158662,1.230345213793312,2,0.6431610511563257
-0.06990860798123896,-0.1849310840589488,1.3751852025436078,-1.2260588112551243,2,1,1,-0.05734979356359092,0,1,1,-0.03684268381312044,-0.4956722398416175,-0.6757679906883409,-0.6679976626584078,4,-1.0066363832678094
0.4580942068344824,-0.6599354738591133,1.3751852025436078,-1.2260588112551243,3,0,1,-1.0674234299572694,0,1,1,-0.03684268381312044,-0.19680291199663466,-0.7344213476508336,-0.6679976626584078,6,-0.8442067845256479
1.0275090071259465,0.2900733057412157,1.0299540348670502,1.2111939259440312,2,1,0,-0.5413326657520212,1,0,1,-0.0170374200346044,-0.42932324906003133,-0.5623675903370579,-0.6679976626584078,2,1.134835446548849
1.0689209926016894,-0.3749328399790146,0.33949169951393476,0.3564267812231974,2,0,1,0.11138771434319664,1,0,1,-0.028518433688593723,-0.23954122587846716,-0.5232692625858603,1.0094537583833108,4,0.5947570307311617
0.9653910289123323,-0.46993371793904753,-0.6962018035157382,-1.2260588112551243,2,1,0,-1.2643384505861321,0,1,1,-0.03684268381312044,0.40093574369333124,-0.11269576384841233,-0.6679976626584078,2,-1.3314955807521327
-0.6496764046416389,-1.6099442534594424,1.3751852025436078,-0.1477253510906093,1,1,1,1.112894337534088,0,1,0,-0.03316173445773231,-0.7945415676866003,-0.8517280615758186,0.4750471800292064,2,-0.07786393766012939
0.4684472032034181,0.4800750616612815,1.0299540348670502,1.372569961208181,1,0,0,-0.4215540789478701,0,0,1,-0.017645834010336765,-0.7613670722958072,-0.5363020385029262,-0.6679976626584078,1,1.1356475945425595
1.2759809199804037,1.2400820853415448,-1.0414329711922958,-0.3178308577150511,1,1,0,0.23609116509760217,0,0,0,-0.03236694329944865,-0.09727942582425535,0.923509632265159,-0.6679976626584078,1,-0.574898509811144
0.5512711741549038,-0.7549363518191462,-1.7318953065454112,-1.2260588112551243,2,1,0,1.4530837409089827,0,0,1,-0.03684268381312044,4.883975661368075,2.5267052994637536,-0.6679976626584078,2,-1.3314955807521327
0.7479781051646823,0.8600785735014131,0.6847228671904925,-1.2260588112551243,2,1,1,0.8889308512647864,0,0,1,-0.03684268381312044,-0.3462375759191261,-0.40596254866087517,-0.6679976626584078,4,-1.0066363832678094
-1.188032215826296,0.6700768175813473,-1.3866641388688534,-0.17091672639525038,1,1,0,-0.67390979398397,0,0,1,-0.027202144836825187,0.40093574369333124,1.5882515880638721,-0.6679976626584078,1,-0.42627542696206605
0.41668222135873956,-0.3749328399790146,0.33949169951393476,-1.2260588112551243,2,0,1,1.365868909212494,0,1,1,-0.03684268381312044,-0.23954122587846716,-0.5232692625858603,-0.6679976626584078,4,-1.0066363832678094
-0.4115574881561175,0.10007154982114991,0.6847228671904925,0.8363923242420753,2,1,0,-1.5632120216997645,1,0,0,0.07702929450498815,-0.3462375759191261,-0.5232692625858603,-0.6679976626584078,2,0.7555623334859017
0.41668222135873956,-0.8499372297791791,0.6847228671904925,0.39889721722195054,2,0,0,0.9907048610709884,1,0,1,-0.031047966315239463,-0.3462375759191261,-0.6699026549920917,-0.6679976626584078,2,0.3127792473147692
0.08538633755279673,-0.46993371793904753,1.3751852025436078,0.9323449180053428,2,1,0,1.3797385889267622,1,0,1,-0.0301053278727204,-0.4956722398416175,-0.7109600048658364,-0.6679976626584078,2,0.8525328039349722
0.6237421487374538,-0.944938107739212,1.3751852025436078,-1.2260588112551243,2,0,1,-1.6831228219579368,0,0,0,-0.03684268381312044,-0.4956722398416175,-0.7696133618283291,-0.6679976626584078,4,-1.0066363832678094
-0.9499132993407745,-1.4199424975393766,-0.6962018035157382,0.6157278601720104,1,1,0,-0.2413992939172362,0,1,1,-0.02487243005493396,-0.3462375759191261,-0.40596254866087517,-0.6679976626584078,1,0.36979203647326775
0.6755071305821324,0.4800750616612815,-0.6962018035157382,0.5320714562955173,1,1,0,-1.2626416531181641,0,0,0,-0.0009489473773517437,-0.3462375759191261,0.1805710209640505,-0.6679976626584078,1,0.28516621552860166
-0.7014413864863175,0.8600785735014131,-0.6962018035157382,0.23861575682873173,1,1,0,-0.6926964885648109,0,0,1,-0.023220124648084955,-0.3462375759191261,0.29787773488903563,-0.6679976626584078,1,-0.011755090972069738
-0.5979114227969603,0.1950724277811828,0.33949169951393476,-1.2260588112551243,1,1,0,-0.6028122707201121,0,0,0,-0.03684268381312044,-0.6663266260411028,-0.42272567808075556,-0.6679976626584078,1,-1.4939251794942943
1.7936307384271895,2.000089109021808,1.0299540348670502,0.9289032433011889,3,0,0,0.9299480694979693,1,0,1,-0.028982584556678206,-0.09727942582425535,-0.3277541624870876,-0.6679976626584078,3,1.0115513811035481
-0.8670893283892889,0.8600785735014131,-0.6962018035157382,-1.2260588112551243,1,1,0,-0.7738910730772014,0,0,0,-0.03684268381312044,-0.3462375759191261,0.29787773488903563,-0.6679976626584078,1,-1.4939251794942943
-1.0223842739233246,-0.5649345958990805,-0.005739468162622887,1.0361519974093776,1,0,1,-1.5490482629835434,0,0,1,0.07877299641481905,-0.595195726013997,-0.46461590562336774,1.7299696576931598,2,1.1200543530633122
-0.898148317496096,-1.1349398636592778,0.33949169951393476,-1.2260588112551243,1,0,0,-1.6031500781387122,0,0,0,-0.03684268381312044,-0.6663266260411028,-0.6573391059307258,-0.6679976626584078,1,-1.4939251794942943
1.0896269853395608,0.2900733057412157,1.3751852025436078,-1.2260588112551243,2,1,0,-1.117315171049492,0,0,0,-0.03684268381312044,-0.4956722398416175,-0.6171146337258484,-0.6679976626584078,2,-1.3314955807521327
0.8515080688540395,-0.6599354738591133,-0.005739468162622887,-1.2260588112551243,2,1,0,0.556313894978128,0,1,0,-0.03684268381312044,-0.09727942582425535,-0.4841709348346627,-0.6679976626584078,2,-1.3314955807521327
1.2552749272425323,0.7650776955413803,1.3751852025436078,1.2193907973011344,1,0,1,-1.431307123879159,0,0,1,0.04039990582462995,-0.7945415676866003,-0.5584612767633558,1.9242047184920574,2,1.3055489548268606
-0.23555654988421038,1.1450812073815118,1.7204163702201654,0.6244050025386199,2,0,0,-1.5192721535515663,1,0,0,0.04494643382590536,-0.5500664575094045,-0.5659219837689848,-0.6679976626584078,2,0.5409928335475062
-0.7428533719620604,0.5750759396213144,-1.0414329711922958,-1.2260588112551243,2,0,0,-1.5387068335963774,0,0,0,-0.03684268381312044,0.8991509132109177,0.649797876663991,-0.6679976626584078,2,-1.3314955807521327
0.26138727582470384,-0.46993371793904753,-1.3866641388688534,-0.21326789723355455,1,1,1,-1.0305847150282232,0,0,0,-0.02293339052108296,0.40093574369333124,0.8844113045139613,0.4055713897352849,2,-0.14413521394693152
